revision;newArtefactsReferencingEditedOnes
/home/taes/taes//projects/archaius/revisions/rev_adb6a23_c15c7d9/rev_adb6a23-c15c7d9.revisions;0
/home/taes/taes//projects/ribbon/revisions/rev_5236961_0e28a12/rev_5236961-0e28a12.revisions;0
/home/taes/taes//projects/retrofit/revisions/rev_4e03e83_e1dbe6c/rev_4e03e83-e1dbe6c.revisions;0
/home/taes/taes//projects/atlas/revisions/rev_77cba08_06fdfb6/rev_77cba08-06fdfb6.revisions;0
/home/taes/taes//projects/jodd/revisions/rev_867ec00_49616b2/rev_867ec00-49616b2.revisions;0
/home/taes/taes//projects/zuul/revisions/rev_64d6088_a05152e/rev_64d6088-a05152e.revisions;0
/home/taes/taes//projects/elephant-bird/revisions/rev_ad2844d_025478f/rev_ad2844d-025478f.revisions;0
/home/taes/taes//projects/curator/revisions/rev_11032b3_f0c4b67/rev_11032b3-f0c4b67.revisions;0
/home/taes/taes//projects/archaius/revisions/rev_05ef9b9_d48c176/rev_05ef9b9-d48c176.revisions;0
/home/taes/taes//projects/ribbon/revisions/rev_0e28a12_5236961/rev_0e28a12-5236961.revisions;0
/home/taes/taes//projects/retrofit/revisions/rev_bb6d3c6_1fc51e4/rev_bb6d3c6-1fc51e4.revisions;0
/home/taes/taes//projects/atlas/revisions/rev_cc7af78_e504868/rev_cc7af78-e504868.revisions;0
/home/taes/taes//projects/jodd/revisions/rev_7afb21f_a3241cf/rev_7afb21f-a3241cf.revisions;0
/home/taes/taes//projects/zuul/revisions/rev_09fe03d_b3c886a/rev_09fe03d-b3c886a.revisions;0
/home/taes/taes//projects/elephant-bird/revisions/rev_7490c08_1886041/rev_7490c08-1886041.revisions;0
/home/taes/taes//projects/curator/revisions/rev_91a9d24_fdfc2d9/rev_91a9d24-fdfc2d9.revisions;0
/home/taes/taes//projects/archaius/revisions/rev_a2a852a_d98d64f/rev_a2a852a-d98d64f.revisions;0
/home/taes/taes//projects/ribbon/revisions/rev_de3e825_4a0baca/rev_de3e825-4a0baca.revisions;0
/home/taes/taes//projects/retrofit/revisions/rev_eebc18c_f78f2fd/rev_eebc18c-f78f2fd.revisions;0
/home/taes/taes//projects/atlas/revisions/rev_987a622_f43ebde/rev_987a622-f43ebde.revisions;0
/home/taes/taes//projects/jodd/revisions/rev_c004ad5_8637aa5/rev_c004ad5-8637aa5.revisions;0
/home/taes/taes//projects/zuul/revisions/rev_3378b35_02aa84e/rev_3378b35-02aa84e.revisions;0
/home/taes/taes//projects/elephant-bird/revisions/rev_8d0b4a1_811f95b/rev_8d0b4a1-811f95b.revisions;0
/home/taes/taes//projects/curator/revisions/rev_87ee81f_985f2cd/rev_87ee81f-985f2cd.revisions;0
/home/taes/taes//projects/archaius/revisions/rev_83f369d_9c6bdab/rev_83f369d-9c6bdab.revisions;0
/home/taes/taes//projects/ribbon/revisions/rev_4a0baca_5d32a1e/rev_4a0baca-5d32a1e.revisions;0
/home/taes/taes//projects/retrofit/revisions/rev_f8c1cbd_5cadd33/rev_f8c1cbd-5cadd33.revisions;0
/home/taes/taes//projects/atlas/revisions/rev_958499c_3d8b673/rev_958499c-3d8b673.revisions;0
/home/taes/taes//projects/jodd/revisions/rev_a17a7fd_7bd8dbb/rev_a17a7fd-7bd8dbb.revisions;0
/home/taes/taes//projects/zuul/revisions/rev_51f23c1_442ec65/rev_51f23c1-442ec65.revisions;0
/home/taes/taes//projects/elephant-bird/revisions/rev_6c5529a_64bb16e/rev_6c5529a-64bb16e.revisions;0
/home/taes/taes//projects/curator/revisions/rev_251d742_af86531/rev_251d742-af86531.revisions;0
/home/taes/taes//projects/archaius/revisions/rev_ae52521_d8abd7c/rev_ae52521-d8abd7c.revisions;0
/home/taes/taes//projects/ribbon/revisions/rev_8f85dbe_1560385/rev_8f85dbe-1560385.revisions;0
/home/taes/taes//projects/retrofit/revisions/rev_bccb05d_c9f5ec0/rev_bccb05d-c9f5ec0.revisions;0
/home/taes/taes//projects/atlas/revisions/rev_0426d77_26c92c3/rev_0426d77-26c92c3.revisions;0
/home/taes/taes//projects/jodd/revisions/rev_6ef4a50_a30c906/rev_6ef4a50-a30c906.revisions;0
/home/taes/taes//projects/zuul/revisions/rev_85ae0cc_7885d20/rev_85ae0cc-7885d20.revisions;0
/home/taes/taes//projects/elephant-bird/revisions/rev_b87762a_3125301/rev_b87762a-3125301.revisions;0
/home/taes/taes//projects/curator/revisions/rev_b5a2a9f_0ca5859/rev_b5a2a9f-0ca5859.revisions;0
