revision;file;nodeIdentifier1;nodeIdentifier2
/home/taes/taes//projects/jodd/revisions/rev_7d88093_1943bcf/rev_7d88093-1943bcf.revisions;/jodd-madvoc/src/testInt/java/jodd/madvoc/MyWebApplication2.java;public MyWebApplication2() ;public MyWebApplication2() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;private LineReader lineReader_;private LineReader lineReader_
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;private final Text line_ ;private final Text line_ 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;private final LongWritable key_ ;private final LongWritable key_ 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;private final W value_;private final W value_
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;private TypeRef<M> typeRef_;private TypeRef<M> typeRef_
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;private final Base64 base64_ ;private final Base64 base64_ 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;private final BinaryConverter<M> converter_;private final BinaryConverter<M> converter_
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;private Counter linesReadCounter;private Counter linesReadCounter
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;private Counter recordsReadCounter;private Counter recordsReadCounter
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;private Counter recordErrorsCounter;private Counter recordErrorsCounter
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;protected LzoBinaryB64LineRecordReader(TypeRef<M> typeRef, W protobufWritable, BinaryConverter<M> protoConverter) ;protected LzoBinaryB64LineRecordReader(TypeRef<M> typeRef, W protobufWritable, BinaryConverter<M> protoConverter) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;@Override  public synchronized void close() throws IOException ;@Override  public synchronized void close() throws IOException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;@Override  public LongWritable getCurrentKey() throws IOException, InterruptedException ;@Override  public LongWritable getCurrentKey() throws IOException, InterruptedException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;@Override  public W getCurrentValue() throws IOException, InterruptedException ;@Override  public W getCurrentValue() throws IOException, InterruptedException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;@Override  protected void createInputReader(InputStream input, Configuration conf) throws IOException ;@Override  protected void createInputReader(InputStream input, Configuration conf) throws IOException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;public void initialize(InputSplit genericSplit, TaskAttemptContext context)                                      throws IOException, InterruptedException ;public void initialize(InputSplit genericSplit, TaskAttemptContext context)                                      throws IOException, InterruptedException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;@Override  protected void skipToNextSyncPoint(boolean atFirstRecord) throws IOException ;@Override  protected void skipToNextSyncPoint(boolean atFirstRecord) throws IOException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/input/LzoBinaryB64LineRecordReader.java;@Override  public boolean nextKeyValue() throws IOException, InterruptedException ;@Override  public boolean nextKeyValue() throws IOException, InterruptedException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftConverter.java;private TypeRef<M> typeRef;private TypeRef<M> typeRef
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftConverter.java;private TSerializer serializer;private TSerializer serializer
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftConverter.java;private TDeserializer deserializer;private TDeserializer deserializer
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftConverter.java;public static <M extends TBase<?>> ThriftConverter<M> newInstance(Class<M> tClass) ;public static <M extends TBase<?>> ThriftConverter<M> newInstance(Class<M> tClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftConverter.java;public static <M extends TBase<?>> ThriftConverter<M> newInstance(TypeRef<M> typeRef) ;public static <M extends TBase<?>> ThriftConverter<M> newInstance(TypeRef<M> typeRef) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftConverter.java;public ThriftConverter(TypeRef<M> typeRef) ;public ThriftConverter(TypeRef<M> typeRef) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftConverter.java;@Override  public M fromBytes(byte[] messageBuffer) ;@Override  public M fromBytes(byte[] messageBuffer) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftConverter.java;@Override  public byte[] toBytes(M message) ;@Override  public byte[] toBytes(M message) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftConverter.java;@Override  public boolean equals(Object obj) ;@Override  public boolean equals(Object obj) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftWritable.java;private static final Logger LOG ;private static final Logger LOG 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftWritable.java;public static <M extends TBase<?>> ThriftWritable<M> newInstance(Class<M> tClass) ;public static <M extends TBase<?>> ThriftWritable<M> newInstance(Class<M> tClass) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftWritable.java;public ThriftWritable(TypeRef<M> typeRef) ;public ThriftWritable(TypeRef<M> typeRef) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftWritable.java;public ThriftWritable(M message, TypeRef<M> typeRef) ;public ThriftWritable(M message, TypeRef<M> typeRef) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftBlockReader.java;private static final Logger LOG ;private static final Logger LOG 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/io/ThriftBlockReader.java;public ThriftBlockReader(InputStream in, TypeRef<M> typeRef) ;public ThriftBlockReader(InputStream in, TypeRef<M> typeRef) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/src/java/com/twitter/elephantbird/mapreduce/output/LzoOutputFormat.java;protected DataOutputStream getOutputStream(TaskAttemptContext job)                  throws IOException, InterruptedException ;protected DataOutputStream getOutputStream(TaskAttemptContext job)                  throws IOException, InterruptedException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;private static final TStruct STRUCT_DESC ;private static final TStruct STRUCT_DESC 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;private static final TField NAME_FIELD_DESC ;private static final TField NAME_FIELD_DESC 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;private static final TField AGE_FIELD_DESC ;private static final TField AGE_FIELD_DESC 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public String name;public String name
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public int age;public int age
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java; /** The set of fields this struct contains, along with convenience methods for finding and manipulating them. */ public enum _Fields implements TFieldIdEnum ; /** The set of fields this struct contains, along with convenience methods for finding and manipulating them. */ public enum _Fields implements TFieldIdEnum 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;;   private static final Map<Integer, _Fields> byId = new HashMap<Integer, _Fields>();   private static final Map<String, _Fields> byName = new HashMap<String, _Fields>();   static ;;   private static final Map<Integer, _Fields> byId = new HashMap<Integer, _Fields>();   private static final Map<String, _Fields> byName = new HashMap<String, _Fields>();   static 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;private static final Map<Integer, _Fields> byId ;private static final Map<Integer, _Fields> byId 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;private static final Map<String, _Fields> byName ;private static final Map<String, _Fields> byName 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public static _Fields findByThriftId(int fieldId) ;public static _Fields findByThriftId(int fieldId) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public static _Fields findByThriftIdOrThrow(int fieldId) ;public static _Fields findByThriftIdOrThrow(int fieldId) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public static _Fields findByName(String name) ;public static _Fields findByName(String name) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;private final short _thriftId;private final short _thriftId
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;private final String _fieldName;private final String _fieldName
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;_Fields(short thriftId, String fieldName) ;_Fields(short thriftId, String fieldName) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public short getThriftFieldId() ;public short getThriftFieldId() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public String getFieldName() ;public String getFieldName() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;private static final int __AGE_ISSET_ID ;private static final int __AGE_ISSET_ID 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;private BitSet __isset_bit_vector ;private BitSet __isset_bit_vector 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public static final Map<_Fields, FieldMetaData> metaDataMap = Collections.unmodifiableMap(new EnumMap<_Fields, FieldMetaData>(_Fields.class) ;public static final Map<_Fields, FieldMetaData> metaDataMap = Collections.unmodifiableMap(new EnumMap<_Fields, FieldMetaData>(_Fields.class) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public Age() ;public Age() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public Age(    String name,    int age)  ;public Age(    String name,    int age)  
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public Age(Age other) ;public Age(Age other) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public Age deepCopy() ;public Age deepCopy() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;@Deprecated  public Age clone() ;@Deprecated  public Age clone() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public String getName() ;public String getName() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public Age setName(String name) ;public Age setName(String name) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public void unsetName() ;public void unsetName() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public boolean isSetName() ;public boolean isSetName() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public void setNameIsSet(boolean value) ;public void setNameIsSet(boolean value) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public int getAge() ;public int getAge() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public Age setAge(int age) ;public Age setAge(int age) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public void unsetAge() ;public void unsetAge() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public boolean isSetAge() ;public boolean isSetAge() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public void setAgeIsSet(boolean value) ;public void setAgeIsSet(boolean value) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public void setFieldValue(_Fields field, Object value) ;public void setFieldValue(_Fields field, Object value) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public void setFieldValue(int fieldID, Object value) ;public void setFieldValue(int fieldID, Object value) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public Object getFieldValue(_Fields field) ;public Object getFieldValue(_Fields field) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public Object getFieldValue(int fieldId) ;public Object getFieldValue(int fieldId) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public boolean isSet(_Fields field) ;public boolean isSet(_Fields field) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public boolean isSet(int fieldID) ;public boolean isSet(int fieldID) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;@Override  public boolean equals(Object that) ;@Override  public boolean equals(Object that) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public boolean equals(Age that) ;public boolean equals(Age that) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;@Override  public int hashCode() ;@Override  public int hashCode() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public int compareTo(Age other) ;public int compareTo(Age other) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public void read(TProtocol iprot) throws TException ;public void read(TProtocol iprot) throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public void write(TProtocol oprot) throws TException ;public void write(TProtocol oprot) throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;@Override  public String toString() ;@Override  public String toString() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/Age.java;public void validate() throws TException ;public void validate() throws TException 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;private static final TStruct STRUCT_DESC ;private static final TStruct STRUCT_DESC 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;private static final TField NUMBER_FIELD_DESC ;private static final TField NUMBER_FIELD_DESC 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;private static final TField TYPE_FIELD_DESC ;private static final TField TYPE_FIELD_DESC 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;public String number;public String number
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;public PhoneType type;public PhoneType type
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java; /** The set of fields this struct contains, along with convenience methods for finding and manipulating them. */ public enum _Fields implements TFieldIdEnum ; /** The set of fields this struct contains, along with convenience methods for finding and manipulating them. */ public enum _Fields implements TFieldIdEnum 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;;   private static final Map<Integer, _Fields> byId = new HashMap<Integer, _Fields>();   private static final Map<String, _Fields> byName = new HashMap<String, _Fields>();   static ;;   private static final Map<Integer, _Fields> byId = new HashMap<Integer, _Fields>();   private static final Map<String, _Fields> byName = new HashMap<String, _Fields>();   static 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;private static final Map<Integer, _Fields> byId ;private static final Map<Integer, _Fields> byId 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;private static final Map<String, _Fields> byName ;private static final Map<String, _Fields> byName 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;public static _Fields findByThriftId(int fieldId) ;public static _Fields findByThriftId(int fieldId) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;public static _Fields findByThriftIdOrThrow(int fieldId) ;public static _Fields findByThriftIdOrThrow(int fieldId) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;public static _Fields findByName(String name) ;public static _Fields findByName(String name) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;private final short _thriftId;private final short _thriftId
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;private final String _fieldName;private final String _fieldName
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;_Fields(short thriftId, String fieldName) ;_Fields(short thriftId, String fieldName) 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;public short getThriftFieldId() ;public short getThriftFieldId() 
/home/taes/taes//projects/elephant-bird/revisions/rev_8eed34e_cebd3d0/rev_8eed34e-cebd3d0.revisions;/examples/src/gen-java/com/twitter/elephantbird/examples/thrift/PhoneNumber.java;public String getFieldName() ;public String getFieldName() 
